gene_name,annotation
RET,clathrin-coated endocytic vesicle membrane
RET,cilium
RET,transport vesicle
RET,ciliary tip
RET,cytosol
RET,endocytic vesicle membrane
RET,nucleoplasm
RET,Golgi lumen
RET,extracellular region
RET,nucleolus
RET,photoreceptor disc membrane
RET,azurophil granule lumen
RET,plasma membrane
RET,COPII-coated ER to Golgi transport vesicle
RET,integral component of lumenal side of endoplasmic reticulum membrane
RET,Golgi membrane
RET,sarcoplasmic reticulum membrane
RET,sarcoplasmic reticulum lumen
RET,specific granule lumen
RET,endoplasmic reticulum lumen
RET,peroxisomal matrix
RET,endoplasmic reticulum membrane
RET,early endosome membrane
REV3L,nucleoplasm
RFC1,plasma membrane
RFC1,nucleoplasm
RFC4,nucleoplasm
RFX6,endoplasmic reticulum lumen
RFX6,nucleoplasm
RGCC,nucleoplasm
RGCC,cytosol
RGL1,plasma membrane
RGL1,nucleoplasm
RGL1,cytosol
RGS12,plasma membrane
RGS18,plasma membrane
RGS7,plasma membrane
RGS7,cytosol
RHBG,plasma membrane
RHEB,plasma membrane
RHEB,lysosomal membrane
RHEB,endosome membrane
RHEB,cytosol
RHOA,plasma membrane
RHOA,ficolin-1-rich granule membrane
RHOA,endosome membrane
RHOA,cytosol
RHOA,secretory granule membrane
RHOA,cell junction
RHOA,nucleoplasm
RHOA,endoplasmic reticulum membrane
RHOA,extracellular region
RHOB,plasma membrane
RHOB,cytosol
RHOB,trans-Golgi network membrane
RHOB,nucleoplasm
RHOB,transport vesicle
RHOB,endosome membrane
RHOH,plasma membrane
RHOH,cytosol
RHPN2,plasma membrane
RHPN2,endosome membrane
RHPN2,cytosol
RICTOR,plasma membrane
RICTOR,lysosomal membrane
RICTOR,cytosol
RIMS1,plasma membrane
RIMS1,clathrin-sculpted monoamine transport vesicle membrane
RIMS1,cytosol
RINL,cytosol
RIOK2,nucleoplasm
RIOK2,cytosol
RIPK1,cytosol
RIPK1,lysosomal membrane
RIPK1,nucleoplasm
RIPK1,extracellular region
RIPK1,plasma membrane
RIPK1,mitochondrial outer membrane
RIPK1,endosome membrane
RIPOR2,cytosol
RIT1,plasma membrane
RIT2,plasma membrane
RLIM,cytosol
RMI2,nucleoplasm
RMI2,chromosome
RNASE4,peptidoglycan-based cell wall
RNASE4,plasma membrane
RNASE4,extracellular region
RNF103,endoplasmic reticulum membrane
RNF111,nucleoplasm
RNF111,cytosol
RNF144B,cytosol
RNF168,nucleoplasm
RNF185,endoplasmic reticulum membrane
RNF185,cytosol
RNF20,plasma membrane
RNF20,nucleoplasm
RNF20,cytosol
RNF213,cytosol
RNF216,mitochondrial outer membrane
RNF216,cytosol
RNF217,cytosol
RNF217-AS1,cytoplasmic vesicle membrane
RNF217-AS1,nucleoplasm
RNF217-AS1,cytosol
RNF4,plasma membrane
RNF4,extracellular region
RNF4,nucleoplasm
RNF4,cytosol
RNF40,nucleoplasm
RNF43,plasma membrane
RNF43,cytosol
ROBO1,plasma membrane
ROBO1,extracellular region
ROBO1,nucleoplasm
ROBO1,cytosol
ROBO2,plasma membrane
ROBO2,extracellular region
ROBO2,nucleoplasm
ROBO2,cytosol
ROS1,plasma membrane
ROS1,cytosol
RPE,plasma membrane
RPE,phagolysosome
RPE,photoreceptor outer segment membrane
RPE,lipid droplet
RPE,extracellular region
RPE,endoplasmic reticulum membrane
RPE,photoreceptor disc membrane
RPE,mitochondrial matrix
RPE,cytosol
RPGR,cytoplasmic vesicle membrane
RPGR,cytosol
RPGRIP1,cytosol
RPGRIP1L,cytosol
RPIA,cytosol
RPL10,cytosol
RPL13A,cytosol
RPL18A,cytosol
RPL22,cytosol
RPL28,cytosol
RPL29,cytosol
RPL31,cytosol
RPL34,cytosol
RPL5,cytosol
RPN1,endoplasmic reticulum membrane
RPRD1B,nucleoplasm
RPS13,nucleoplasm
RPS13,cytosol
RPS15,nucleoplasm
RPS15,cytosol
RPS2,plasma membrane
RPS2,lysosomal membrane
RPS2,late endosome lumen
RPS2,endocytic vesicle membrane
RPS2,nucleoplasm
RPS2,lysosomal lumen
RPS2,mitochondrial outer membrane
RPS2,endoplasmic reticulum membrane
RPS2,endosome membrane
RPS2,cytosol
RPS27,plasma membrane
RPS27,lysosomal membrane
RPS27,late endosome lumen
RPS27,endocytic vesicle membrane
RPS27,nucleoplasm
RPS27,lysosomal lumen
RPS27,mitochondrial outer membrane
RPS27,endoplasmic reticulum membrane
RPS27,endosome membrane
RPS27,cytosol
RPS27A,plasma membrane
RPS27A,lysosomal membrane
RPS27A,late endosome lumen
RPS27A,endocytic vesicle membrane
RPS27A,nucleoplasm
RPS27A,lysosomal lumen
RPS27A,mitochondrial outer membrane
RPS27A,endoplasmic reticulum membrane
RPS27A,endosome membrane
RPS27A,cytosol
RPS3A,nucleoplasm
RPS3A,cytosol
RPS6KA3,plasma membrane
RPS6KA3,nucleoplasm
RPS6KA3,cytosol
RPS6KA4,cytosol
RPS6KB2,nucleoplasm
RPTOR,plasma membrane
RPTOR,lysosomal membrane
RPTOR,nucleoplasm
RPTOR,endosome membrane
RPTOR,cytosol
RRAD,nucleoplasm
RRAD,cytosol
RRAGC,lysosomal membrane
RRAGC,cytosol
RRAS,plasma membrane
RRAS2,plasma membrane
RRAS2,cytosol
RS1,plasma membrane
RSPO2,extracellular region
RSPO3,extracellular region
RSPO3,nucleoplasm
RTEL1,chromosome
RTEL1,nucleoplasm
RTEL1,cytosol
RTN4,plasma membrane
RTN4,extracellular region
RUFY1,early endosome membrane
RUFY1,cytosol
RUNX1,plasma membrane
RUNX1,mitochondrial outer membrane
RUNX1,platelet alpha granule lumen
RUNX1,cytosol
RUNX1,cell junction
RUNX1,nucleoplasm
RUNX1,lysosomal lumen
RUNX1,extracellular region
RUNX2,plasma membrane
RUNX2,cytosol
RUNX2,endoplasmic reticulum lumen
RUNX2,nucleoplasm
RUNX2,extracellular region
RXFP3,plasma membrane
RXFP3,extracellular region
RXRA,plasma membrane
RXRA,nucleoplasm
RXRA,mitochondrial outer membrane
RXRA,extracellular region
RXRA,mitochondrial intermembrane space
RXRA,mitochondrial matrix
RXRA,cytosol
RYBP,nucleoplasm
RYR1,sarcoplasmic reticulum lumen
RYR1,sarcoplasmic reticulum membrane
RYR1,cytosol
S100A1,plasma membrane
S100A1,external side of plasma membrane
S100A1,secretory granule lumen
S100A1,extracellular region
S100A7,extracellular region
S100A7,azurophil granule lumen
S100A7A,extracellular region
S100A8,plasma membrane
S100A8,secretory granule lumen
S100A8,extracellular region
S100A8,phagocytic vesicle membrane
S100A8,cytosol
S1PR1,plasma membrane
S1PR1,extracellular region
S1PR1,nucleoplasm
S1PR2,plasma membrane
S1PR2,extracellular region
SALL1,nucleoplasm
SALL1,cytosol
SALL4,nucleoplasm
SALL4,cytosol
SAMHD1,nucleoplasm
SAMM50,mitochondrial outer membrane
SAMM50,mitochondrial intermembrane space
SAMM50,mitochondrial inner membrane
SAMM50,mitochondrial matrix
SAMM50,cytosol
SATB2,nucleoplasm
SAV1,cytosol
SCIN,plasma membrane
SCIN,extracellular region
SCN10A,plasma membrane
SCN11A,plasma membrane
SCN3A,plasma membrane
SCN5A,plasma membrane
SCN5A,extracellular region
SCN5A,cytosol
SCN9A,plasma membrane
SCUBE3,plasma membrane
SDC4,plasma membrane
SDC4,Golgi lumen
SDC4,lysosomal lumen
SDCCAG8,cytosol
SDHA,mitochondrial inner membrane
SDHB,mitochondrial inner membrane
SDHC,mitochondrial inner membrane
SDHD,mitochondrial inner membrane
SDK1,plasma membrane
SDK2,plasma membrane
SEC16A,endoplasmic reticulum membrane
SEC16A,cytosol
SEC31A,endoplasmic reticulum membrane
SEC31A,nucleoplasm
SEC31A,ER to Golgi transport vesicle membrane
SEC31A,cytosol
SEC61G,phagocytic vesicle membrane
SEC61G,endoplasmic reticulum membrane
SEC61G,cytosol
SELP,plasma membrane
SELP,platelet alpha granule membrane
SELP,platelet dense granule membrane
SELP,extracellular region
SELP,platelet dense granule lumen
SELP,cytosol
SEMA3A,plasma membrane
SEMA3A,extracellular region
SEMA3A,nucleoplasm
SEMA3A,cytosol
SEMA3E,plasma membrane
SEMA3E,extracellular region
SEMA5A,endoplasmic reticulum lumen
SEMA5A,plasma membrane
SEMA5B,endoplasmic reticulum lumen
SEMA6A,plasma membrane
SEMA6D,plasma membrane
SEMG1,sperm plasma membrane
SEMG1,extracellular region
SERPINA1,platelet alpha granule lumen
SERPINA1,COPII-coated ER to Golgi transport vesicle
SERPINA1,extracellular region
SERPINA1,ficolin-1-rich granule lumen
SERPINA1,endoplasmic reticulum lumen
SERPINA1,endoplasmic reticulum-Golgi intermediate compartment membrane
SERPINA4,platelet dense granule lumen
SERPINA4,extracellular region
SERPINB13,nucleoplasm
SERPINB13,lysosomal lumen
SERPINB3,extracellular region
SERPINB3,azurophil granule lumen
SERPING1,platelet alpha granule lumen
SERPING1,plasma membrane
SERPING1,extracellular region
SERPING1,endoplasmic reticulum lumen
SESN1,lysosomal membrane
SESN1,nucleoplasm
SESN1,cytosol
SESN2,lysosomal membrane
SESN2,nucleoplasm
SESN2,cytosol
SESN3,lysosomal membrane
SESN3,nucleoplasm
SESN3,cytosol
SET,late endosome lumen
SET,ficolin-1-rich granule lumen
SET,peroxisomal membrane
SET,cilium
SET,phagocytic vesicle membrane
SET,cytoplasmic vesicle lumen
SET,transport vesicle
SET,platelet dense granule lumen
SET,mitochondrial matrix
SET,cytosol
SET,endosome lumen
SET,lysosomal membrane
SET,lipid droplet
SET,mitochondrial intermembrane space
SET,extracellular exosome
SET,synaptic vesicle membrane
SET,nuclear envelope
SET,melanosome membrane
SET,clathrin-coated endocytic vesicle
SET,late endosome membrane
SET,secretory granule lumen
SET,lamellar body membrane
SET,cornified envelope
SET,ficolin-1-rich granule membrane
SET,sarcoplasmic reticulum lumen
SET,clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane
SET,specific granule lumen
SET,endoplasmic reticulum lumen
SET,transport vesicle membrane
SET,peroxisomal matrix
SET,endoplasmic reticulum membrane
SET,cytoplasm
SET,phagocytic vesicle
SET,tertiary granule lumen
SET,endolysosome membrane
SET,lamellar body
SET,photoreceptor outer segment membrane
SET,"chromosome, centromeric region"
SET,autophagosome membrane
SET,recycling endosome membrane
SET,chromosome
SET,clathrin-coated endocytic vesicle membrane
SET,ciliary base
SET,ciliary tip
SET,axonemal microtubule
SET,secretory granule membrane
SET,endocytic vesicle membrane
SET,trans-Golgi network membrane
SET,nucleoplasm
SET,Golgi lumen
SET,extracellular region
SET,azurophil granule membrane
SET,photoreceptor disc membrane
SET,platelet dense tubular network membrane
SET,azurophil granule lumen
SET,plasma membrane
SET,photoreceptor inner segment membrane
SET,phagophore assembly site membrane
SET,integral component of lumenal side of endoplasmic reticulum membrane
SET,COPII-coated ER to Golgi transport vesicle
SET,endolysosome lumen
SET,endocytic vesicle lumen
SET,mitochondrial outer membrane
SET,platelet alpha granule lumen
SET,sarcoplasmic reticulum membrane
SET,Golgi membrane
SET,endoplasmic reticulum-Golgi intermediate compartment
SET,mitochondrial inner membrane
SET,endosome membrane
SET,ER to Golgi transport vesicle membrane
SET,specific granule membrane
SET,cytoplasmic vesicle membrane
SET,cell junction
SET,clathrin-sculpted monoamine transport vesicle membrane
SET,lysosomal lumen
SET,tertiary granule membrane
SET,ciliary membrane
SET,platelet alpha granule membrane
SET,platelet dense granule membrane
SET,endoplasmic reticulum quality control compartment
SET,multivesicular body lumen
SET,early endosome lumen
SET,endoplasmic reticulum-Golgi intermediate compartment membrane
SET,Golgi-associated vesicle membrane
SET,early endosome membrane
SETD1A,nucleoplasm
SETD1B,nucleoplasm
SETD2,nucleoplasm
SETD3,nucleoplasm
SETD6,nucleoplasm
SETD7,nucleoplasm
SETDB1,nucleoplasm
SETDB2,nucleoplasm
SF1,nucleoplasm
SF1,extracellular region
SF3B1,nucleoplasm
SF3B2,nucleoplasm
SF3B3,nucleoplasm
SFPQ,nucleoplasm
SFPQ,cytosol
SFRP1,extracellular region
SFRP2,extracellular region
SGK1,plasma membrane
SGK1,nucleoplasm
SGK1,cytosol
SH2B3,plasma membrane
SH2B3,extracellular region
SH2B3,cytosol
SH2D1A,plasma membrane
SH2D1A,cytosol
SH3GL1,plasma membrane
SH3GL1,cytosol
SHANK1,plasma membrane
SHANK1,cytosol
SHANK2,plasma membrane
SHANK2,cytosol
SHE,plasma membrane
SHE,endocytic vesicle membrane
SHE,granular component
SHE,nucleoplasm
SHE,endocytic vesicle lumen
SHE,mitochondrial outer membrane
SHE,extracellular region
SHE,nucleolus
SHE,cytosol
SHF,nucleoplasm
SHH,plasma membrane
SHH,endoplasmic reticulum lumen
SHH,nucleoplasm
SHH,ciliary membrane
SHH,ciliary base
SHH,extracellular region
SHH,endoplasmic reticulum membrane
SHH,ciliary tip
SHH,cytosol
SHKBP1,plasma membrane
SHKBP1,cytosol
SHOC2,plasma membrane
SHOC2,cytosol
SHPRH,nucleoplasm
SHQ1,nucleoplasm
SI,integral component of cytoplasmic side of endoplasmic reticulum membrane
SI,phagocytic vesicle membrane
SI,mitochondrial matrix
SI,cytosol
SI,lysosomal membrane
SI,nucleoplasm
SI,Golgi lumen
SI,extracellular region
SI,mitochondrial intermembrane space
SI,plasma membrane
SI,phagocytic vesicle lumen
SI,Golgi membrane
SI,mitochondrial inner membrane
SI,phagolysosome
SI,endoplasmic reticulum lumen
SI,peroxisomal matrix
SI,endoplasmic reticulum membrane
SI,early endosome membrane
SIGLEC8,plasma membrane
SIN3A,plasma membrane
SIN3A,nucleoplasm
SIN3A,cytosol
SIN3B,plasma membrane
SIN3B,nucleoplasm
SIN3B,cytosol
SIRPA,tertiary granule membrane
SIRPA,plasma membrane
SIRPA,extracellular region
SIRPA,ficolin-1-rich granule membrane
SIRPA,cytosol
SIRPB1,plasma membrane
SIRPB1,secretory granule membrane
SIRPB2,plasma membrane
SIRPD,plasma membrane
SIRPD,secretory granule membrane
SIRPG,plasma membrane
SIRT4,mitochondrial matrix
SIX1,nucleoplasm
SKI,ciliary membrane
SKI,nuclear envelope
SKI,Golgi membrane
SKI,nucleoplasm
SKI,cytosol
SKP2,nucleoplasm
SKP2,extracellular region
SKP2,cytosol
SLAMF1,plasma membrane
SLC12A5,plasma membrane
SLC12A6,plasma membrane
SLC13A1,plasma membrane
SLC15A1,plasma membrane
SLC15A2,plasma membrane
SLC17A5,lysosomal membrane
SLC17A5,cytosol
SLC17A5,lysosomal lumen
SLC1A2,plasma membrane
SLC1A2,extracellular region
SLC1A2,cytosol
SLC1A3,plasma membrane
SLC1A3,extracellular region
SLC1A3,cytosol
SLC1A6,plasma membrane
SLC1A6,extracellular region
SLC1A6,cytosol
SLC22A1,plasma membrane
SLC22A1,basolateral plasma membrane
SLC22A1,extracellular region
SLC22A1,cytosol
SLC22A11,plasma membrane
SLC22A2,plasma membrane
SLC22A2,extracellular region
SLC22A2,basolateral plasma membrane
SLC22A2,cytosol
SLC22A8,plasma membrane
SLC22A8,extracellular region
SLC22A8,basolateral plasma membrane
SLC22A8,cytosol
SLC24A5,plasma membrane
SLC24A5,trans-Golgi network membrane
SLC24A5,Golgi lumen
SLC24A5,cytosol
SLC25A17,peroxisomal membrane
SLC25A17,cytosol
SLC26A3,plasma membrane
SLC26A3,extracellular region
SLC26A3,cytosol
SLC29A2,plasma membrane
SLC29A2,extracellular region
SLC29A2,cytosol
SLC2A13,plasma membrane
SLC34A2,plasma membrane
SLC34A2,extracellular region
SLC38A3,plasma membrane
SLC44A3,plasma membrane
SLC44A5,plasma membrane
SLC45A3,plasma membrane
SLC45A3,extracellular region
SLC45A3,cytosol
SLC4A10,plasma membrane
SLC4A2,plasma membrane
SLC4A5,plasma membrane
SLC5A3,plasma membrane
SLC6A11,plasma membrane
SLC6A11,extracellular region
SLC6A11,cytosol
SLC6A15,plasma membrane
SLC6A2,plasma membrane
SLC6A2,extracellular region
SLC6A3,plasma membrane
SLC6A3,extracellular region
SLC6A3,cytosol
SLC6A9,plasma membrane
SLC7A6,plasma membrane
SLC9C1,sperm flagellum
SLC9C1,ciliary membrane
SLC9C1,extracellular region
SLC9C2,plasma membrane
SLC9C2,extracellular region
SLC9C2,cytosol
SLCO1B1,plasma membrane
SLCO1B1,extracellular region
SLCO1B1,cytosol
SLIRP,mitochondrial matrix
SLIT2,plasma membrane
SLIT2,extracellular region
SLIT2,nucleoplasm
SLIT2,cytosol
SLIT3,plasma membrane
SLIT3,extracellular region
SLITRK2,plasma membrane
SLITRK3,plasma membrane
SLITRK3,cytosol
SLITRK5,plasma membrane
SLITRK5,cytosol
SLITRK6,plasma membrane
SLX4,nucleoplasm
SMAD2,plasma membrane
SMAD2,early endosome
SMAD2,cytosol
SMAD2,nucleoplasm
SMAD2,cytoplasmic side of plasma membrane
SMAD2,extracellular region
SMAD2,early endosome membrane
SMAD3,plasma membrane
SMAD3,early endosome
SMAD3,cytosol
SMAD3,nucleoplasm
SMAD3,cytoplasmic side of plasma membrane
SMAD3,extracellular region
SMAD3,early endosome membrane
SMAD4,nuclear envelope
SMAD4,plasma membrane
SMAD4,early endosome
SMAD4,cytosol
SMAD4,nucleoplasm
SMAD4,cytoplasmic side of plasma membrane
SMAD4,extracellular region
SMAD4,early endosome membrane
SMAD6,cytoplasmic side of plasma membrane
SMAD6,nucleoplasm
SMAD6,cytosol
SMARCA2,nucleoplasm
SMARCA4,plasma membrane
SMARCA4,nucleoplasm
SMARCB1,nucleoplasm
SMARCD1,nucleoplasm
SMARCE1,nucleoplasm
SMC1A,chromosome
SMC1A,"chromosome, centromeric region"
SMC1A,nucleoplasm
SMC1A,cytosol
SMC1B,nucleoplasm
SMC2,nucleoplasm
SMC2,cytosol
SMC3,cytosol
SMC3,"chromosome, centromeric region"
SMC3,nucleoplasm
SMC3,chromosome
SMC4,nucleoplasm
SMC4,cytosol
SMG1,cytosol
SMG5,cytosol
SMG6,cytosol
SMG7,cytosol
SMG8,cytosol
SMO,endocytic vesicle membrane
SMO,plasma membrane
SMO,ciliary base
SMO,ciliary tip
SMO,peroxisomal matrix
SMO,ciliary membrane
SMO,nucleoplasm
SMO,cytosol
SMU1,nucleoplasm
SMUG1,nucleoplasm
SMURF2,plasma membrane
SMURF2,ciliary membrane
SMURF2,extracellular region
SMURF2,cell junction
SMURF2,nucleoplasm
SMURF2,cytosol
SMYD3,nucleoplasm
SNCAIP,cytosol
SND1,cytosol
SNED1,Golgi membrane
SNED1,plasma membrane
SNED1,extracellular region
SNED1,nucleoplasm
SNED1,cytosol
SNRNP200,nucleoplasm
SNRNP35,nucleoplasm
SNRNP48,nucleoplasm
SNRPA,nucleoplasm
SNRPD2,nucleoplasm
SNRPD2,cytosol
SNRPD3,nucleoplasm
SNRPD3,cytosol
SNRPN,nucleoplasm
SOAT1,endoplasmic reticulum membrane
SOAT1,cytosol
SOCS1,endocytic vesicle membrane
SOCS1,plasma membrane
SOCS1,extracellular region
SOCS1,nucleoplasm
SOCS1,cytosol
SOCS2,plasma membrane
SOCS2,nucleoplasm
SOCS2,cytosol
SOCS3,endocytic vesicle membrane
SOCS3,plasma membrane
SOCS3,extracellular region
SOCS3,nucleoplasm
SOCS3,cytosol
SON,plasma membrane
SON,ciliary base
SON,ciliary tip
SON,mitochondrial outer membrane
SON,extracellular region
SON,nucleoplasm
SON,double membrane vesicle viral factory outer membrane
SON,cytosol
SORCS1,Golgi membrane
SORCS1,secretory granule lumen
SORCS1,secretory granule membrane
SOS1,plasma membrane
SOS1,endoplasmic reticulum membrane
SOS1,extracellular region
SOS1,cytosol
SOX10,plasma membrane
SOX10,nucleoplasm
SOX10,cytosol
SOX17,plasma membrane
SOX17,nucleoplasm
SOX2,plasma membrane
SOX2,extracellular region
SOX2,nucleoplasm
SOX2,cytosol
SOX2,endoplasmic reticulum-Golgi intermediate compartment membrane
SOX2,endosome membrane
SOX21,nucleoplasm
SOX9,endoplasmic reticulum membrane
SOX9,extracellular region
SOX9,nucleoplasm
SPAM1,plasma membrane
SPAM1,extracellular region
SPEN,plasma membrane
SPEN,cytosol
SPHK1,endoplasmic reticulum membrane
SPHK1,plasma membrane
SPHK1,nucleoplasm
SPHK1,cytosol
SPI1,nucleoplasm
SPI1,cytosol
SPN,plasma membrane
SPN,extracellular region
SPN,peroxisomal matrix
SPN,cytosol
SPOP,nucleoplasm
SPRED1,plasma membrane
SPRED1,cytosol
SPRR2B,cornified envelope
SPRR2B,cytosol
SPRTN,nucleoplasm
SPTA1,cytosol
SPTAN1,plasma membrane
SPTAN1,extracellular region
SPTAN1,specific granule lumen
SPTAN1,cytosol
SPTAN1,tertiary granule lumen
SPTB,cytosol
SPTBN2,cytosol
SPTBN4,cytosol
SPTBN5,cytosol
SQOR,mitochondrial inner membrane
SQSTM1,endosome membrane
SQSTM1,nucleoplasm
SQSTM1,peroxisomal membrane
SQSTM1,cytosol
SQSTM1,endolysosome membrane
SRC,cytosol
SRC,tertiary granule lumen
SRC,specific granule lumen
SRC,endoplasmic reticulum lumen
SRC,plasma membrane
SRC,Golgi membrane
SRC,extracellular region
SRC,nucleoplasm
SRC,peptidoglycan-based cell wall
SRC,endosome membrane
SRRT,nucleoplasm
SRSF1,nucleoplasm
SRSF2,nucleoplasm
SRSF3,nucleoplasm
SRSF5,nucleoplasm
SRSF9,nucleoplasm
SSB,mitochondrial matrix
SSB,nucleoplasm
SSBP1,mitochondrial matrix
SSBP1,nucleoplasm
ST3GAL6,Golgi lumen
ST3GAL6,Golgi membrane
ST3GAL6,plasma membrane
ST3GAL6,endoplasmic reticulum membrane
ST6GAL1,Golgi lumen
ST6GAL1,Golgi membrane
ST6GAL2,Golgi membrane
ST6GALNAC3,Golgi lumen
ST6GALNAC3,Golgi membrane
STAB1,endocytic vesicle membrane
STAB1,plasma membrane
STAB1,extracellular region
STAB1,endocytic vesicle lumen
STAG1,early endosome membrane
STAG1,chromosome
STAG1,plasma membrane
STAG1,nucleoplasm
STAG1,"chromosome, centromeric region"
STAG1,cytosol
STAG2,chromosome
STAG2,nucleoplasm
STAG2,"chromosome, centromeric region"
STAG2,cytosol
STAG3,nucleoplasm
STAM2,plasma membrane
STAM2,cytosol
STARD10,lamellar body membrane
STARD10,endoplasmic reticulum membrane
STARD10,cytosol
STARD6,cytosol
STAT1,plasma membrane
STAT1,nuclear envelope
STAT1,extracellular region
STAT1,nucleoplasm
STAT1,cytosol
STAT1,endoplasmic reticulum-Golgi intermediate compartment membrane
STAT1,cytoplasm
STAT1,endosome membrane
STAT1,endoplasmic reticulum lumen
STAT2,cytoplasm
STAT2,nuclear envelope
STAT2,plasma membrane
STAT2,extracellular region
STAT2,nucleoplasm
STAT2,cytosol
STAT3,cytosol
STAT3,endoplasmic reticulum lumen
STAT3,plasma membrane
STAT3,mitochondrial outer membrane
STAT3,endoplasmic reticulum membrane
STAT3,extracellular region
STAT3,nucleoplasm
STAT3,cytoplasm
STAT4,plasma membrane
STAT4,cytoplasm
STAT4,endoplasmic reticulum lumen
STAT4,extracellular region
STAT4,nucleoplasm
STAT4,cytosol
STAT5A,plasma membrane
STAT5A,extracellular region
STAT5A,nucleoplasm
STAT5A,cytosol
STAT5B,plasma membrane
STAT5B,extracellular region
STAT5B,nucleoplasm
STAT5B,cytosol
STAT6,plasma membrane
STAT6,nuclear envelope
STAT6,cytoplasmic vesicle membrane
STAT6,extracellular region
STAT6,nucleoplasm
STAT6,cytosol
STIL,nucleoplasm
STIM1,plasma membrane
STIM1,endoplasmic reticulum membrane
STIM1,extracellular region
STIM1,phagocytic vesicle membrane
STIM1,endoplasmic reticulum lumen
STIM1,cytosol
STK11,extracellular region
STK11,nucleoplasm
STK11,azurophil granule lumen
STK11,cytosol
STK11IP,azurophil granule lumen
STK11IP,extracellular region
STK26,cytosol
STK4,cytosol
STRADA,cytosol
STRN,plasma membrane
STRN,endoplasmic reticulum membrane
STRN,cytosol
STUB1,plasma membrane
STUB1,nucleoplasm
STUB1,cytosol
STXBP1,plasma membrane
STXBP1,extracellular region
STXBP1,clathrin-sculpted monoamine transport vesicle membrane
STXBP1,cytosol
SUFU,endocytic vesicle membrane
SUFU,plasma membrane
SUFU,ciliary base
SUFU,ciliary membrane
SUFU,ciliary tip
SUFU,cilium
SUFU,nucleoplasm
SUFU,cytosol
SULT1B1,cytosol
SULT2B1,endoplasmic reticulum membrane
SULT2B1,cytosol
SUPT7L,nucleoplasm
SUZ12,nucleoplasm
SWAP70,plasma membrane
SWAP70,cytosol
SYF2,nucleoplasm
SYK,endocytic vesicle membrane
SYK,plasma membrane
SYK,viral envelope
SYK,endosome membrane
SYK,extracellular region
SYK,lysosomal membrane
SYK,nucleoplasm
SYK,cytosol
SYN2,clathrin-sculpted monoamine transport vesicle membrane
SYNE1,nuclear envelope
SYNE2,nuclear envelope
SYT10,nucleoplasm
SYT10,synaptic vesicle membrane
SYTL1,microvillus membrane
SZT2,lysosomal membrane
TAB3,endosome membrane
TAB3,plasma membrane
TAB3,cytosol
TACC1,plasma membrane
TAF1,nucleoplasm
TAF1,extracellular region
TAF11,nucleoplasm
TAF15,nucleoplasm
TAF1L,nucleoplasm
TAF4,nucleoplasm
TAL1,nucleoplasm
TAL1,cytosol
TAP1,endoplasmic reticulum membrane
TAP1,endoplasmic reticulum-Golgi intermediate compartment membrane
TAP1,phagocytic vesicle membrane
TAP1,endoplasmic reticulum lumen
TAP1,cytosol
TAP2,endoplasmic reticulum membrane
TAP2,endoplasmic reticulum-Golgi intermediate compartment membrane
TAP2,phagocytic vesicle
TAP2,phagocytic vesicle membrane
TAP2,cytosol
TAP2,endoplasmic reticulum lumen
TAS2R43,plasma membrane
TAS2R46,plasma membrane
TAS2R60,plasma membrane
TBC1D13,recycling endosome membrane
TBC1D13,clathrin-coated endocytic vesicle membrane
TBC1D13,cytosol
TBC1D7,cytosol
TBCD,cytosol
TBK1,plasma membrane
TBK1,nuclear envelope
TBK1,mitochondrial outer membrane
TBK1,cytoplasmic vesicle membrane
TBK1,Golgi membrane
TBK1,endoplasmic reticulum membrane
TBK1,nucleoplasm
TBK1,cytosol
TBK1,endoplasmic reticulum-Golgi intermediate compartment membrane
TBK1,endosome membrane
TBK1,double membrane vesicle viral factory outer membrane
TBL1XR1,nucleoplasm
TBP,nucleolus
TBP,extracellular region
TBP,ficolin-1-rich granule lumen
TBP,secretory granule lumen
TBP,nucleoplasm
TBP,cytosol
TCEA1,nucleoplasm
TCERG1,nucleoplasm
TCF12,nucleoplasm
TCF12,endoplasmic reticulum lumen
TCF3,mitochondrial intermembrane space
TCF3,nucleoplasm
TCF4,nucleoplasm
TCF7,nucleoplasm
TCF7L1,nucleoplasm
TCF7L2,plasma membrane
TCF7L2,secretory granule lumen
TCF7L2,endoplasmic reticulum membrane
TCF7L2,extracellular region
TCF7L2,nucleoplasm
TCF7L2,endoplasmic reticulum lumen
TCF7L2,cytosol
TCHH,cornified envelope
TCHH,plasma membrane
TCHH,cytosol
TDG,plasma membrane
TDG,nucleoplasm
TDRD1,nuclear envelope
TDRD1,nucleoplasm
TDRD1,cytosol
TEC,plasma membrane
TEC,endoplasmic reticulum membrane
TEC,extracellular region
TEC,nucleoplasm
TEC,cytosol
TEK,plasma membrane
TEK,extracellular region
TEK,cytosol
TEP1,nucleoplasm
TEP1,cytosol
TERC,nucleoplasm
TERT,plasma membrane
TERT,extracellular region
TERT,nucleoplasm
TERT,cytosol
TERT,tertiary granule lumen
TERT,tertiary granule membrane
TET1,nucleoplasm
TET2,nucleoplasm
TET2,cytosol
TET3,nucleoplasm
TEX15,nucleoplasm
TFAP2A,mitochondrial matrix
TFAP2A,plasma membrane
TFAP2A,extracellular region
TFAP2A,nucleoplasm
TFAP2A,cytosol
TFAP2D,nucleoplasm
TFDP1,nucleoplasm
TFE3,nucleoplasm
